review_3297391219,Curry,"Sep 17, 2021 07:18AM",JESSE I JUST FINISHED IT AND IM CRYING IT IS SO GOOD BETTER THAN I EXPECTED
review_4338670584,Kay,"Nov 16, 2021 03:21AM",Amazing review! I'll keep this in mind when I want a good cry. 💕
review_4338670584,Joanna Chu (The ChuseyReader),"Nov 17, 2021 12:46AM",Thank you so much Kay! Let me know if you do cry xD
review_4495956243,,,
review_4703116967,,,
review_4495956243,,,
review_4703116967,,,
review_4495956243,,,
review_4703116967,,,
review_4495956243,,,
review_4703116967,,,
review_4495956243,,,
review_4703116967,,,
review_4495956243,,,
review_4703116967,,,
review_4703116967,,,
review_4703116967,,,
review_4122257785,chaity,"Jul 23, 2021 07:29AM",AAJJSSJISWI so glad you loved it more than i did. not fair. and what a stunning and detailed review! 💖
review_4122257785,Mahbuba,"Jul 23, 2021 09:20AM",The letters were life - truer words have never been said 🥺
review_4122257785,Maisha,"Jul 25, 2021 02:56AM","Chaity wrote: ""AAJJSSJISWI so glad you loved it more than i did. not fair. and what a stunning and detailed review! 💖""

Thanks a lot Chaity.💚 Good luck for your next read."
review_4122257785,Maisha,"Jul 25, 2021 02:57AM","Mahbuba wrote: ""The letters were life - truer words have never been said 🥺""

Yeah. The whole time, my eyes were literally thirsty to read more and more letters."
review_4122257785,Cassie,"Sep 29, 2021 03:28PM",This is a great review! I can't wait to read this book now :)
review_4122257785,Maisha,"Sep 30, 2021 08:00AM","@Cassie, you should. It is a really good book. Happy reading!

Tysm. 😊"
review_4122498172,Mahbuba,"Jul 23, 2021 06:57AM",This time l'm the crybaby. Cheers!
review_4122257785,Cassie,"Sep 30, 2021 07:43PM",You're welcome!
review_4122498172,~Rajeswari~,"Jul 23, 2021 07:06AM","Mahbuba wrote: ""This time l'm the crybaby. Cheers!""

It’s ok to be a crybaby.#NormalizeCryBaby"
review_4122498172,chaity,"Jul 23, 2021 07:27AM","beautiful review, crybaby. *proceeds to procrastinate writing her own review*"
review_4122498172,~Rajeswari~,"Jul 23, 2021 07:37AM","Chaity wrote: ""beautiful review, crybaby. *proceeds to procrastinate writing her own review*""

Sheeshh i am not the crybaby anymore!!!
Don’t worry about procrastination.It takes a lot of time to write something worthy 😌💜💜"
review_4122498172,Ｄｒｅｙ,"Jul 23, 2021 05:51PM","I just read the blurb, plus your review. Might read this one. ❤"
review_4122498172,Maisha,"Jul 23, 2021 09:02PM","Why are we so invested into who cried and who didn't 😶😶. Btw, amazing review our (ex) crybaby. ❤"
review_4122498172,~Rajeswari~,"Jul 23, 2021 09:18PM","Ｄｒｅｙ wrote: ""I just read the blurb, plus your review. Might read this one. ❤""
That’s amazing.I hope you like it💞"
review_4122498172,~Rajeswari~,"Jul 23, 2021 09:19PM","Maisha wrote: ""Why are we so invested into who cried and who didn't 😶😶. Btw, amazing review our (ex) crybaby. ❤""

We love to bicker among ourselves🤣Thank you,maam💞💞"
review_4122127884,~Rajeswari~,"Jul 24, 2021 08:25AM",Lovely review!I want a Mr.Namiya in my life too!Our life would have been so easier🤦🏻‍♀️🤦🏻‍♀️
review_4122127884,Mahbuba,"Jul 24, 2021 08:02PM","~Rajeswari~ wrote: ""Lovely review!I want a Mr.Namiya in my life too!Our life would have been so easier🤦🏻‍♀️🤦🏻‍♀️""

Tysm! Yup, Mr. Namiya could help so many people!"
review_2169610666,Jana,"Nov 01, 2017 09:31AM","That sounds pretty interesting. I hope they've translated it because by the sound of your review, the author needs a huge high five"
review_2169610666,Narin,"Nov 01, 2017 09:37AM","Jana wrote: ""That sounds pretty interesting. I hope they've translated it because by the sound of your review, the author needs a huge high five""
I agree :)"
review_2169610666,tiTa,"Oct 10, 2018 03:14PM",I agree.. And am love your review. Thank you... this book do sounds intriguing.
review_2169610666,Ian,"Dec 22, 2019 03:23AM",Now in English!!
review_3639202321,[deleted user],"Jun 17, 2021 03:33AM","Wow, can’t get a stronger accolade than that 👏"
review_3639202321,Tiash,"Jun 17, 2021 07:55AM","Lorraine wrote: ""Wow, can’t get a stronger accolade than that 👏""

It really is a good one. Please read it! T_T"
review_3639202321,[deleted user],"Jun 17, 2021 08:00AM","Tiash wrote: ""Lorraine wrote: ""Wow, can’t get a stronger accolade than that 👏""

It really is a good one. Please read it! T_T""

I’ve added it to my Tbr, purely out of curiosity. I don’t know this author, so it will be interesting to see my take on it."
review_963035728,Ian,"Dec 23, 2019 04:53AM","I’m reading it now and it reminds me of the movie One Magic Christmas!

Enjoying it."
review_4122365130,~Rajeswari~,"Jul 23, 2021 08:53PM",Adorable review 💜
review_4122365130,Mahbuba,"Jul 23, 2021 08:56PM",I want advice from Mr. Namiya too!
review_4122365130,Maliha Tabassum Arna,"Jul 23, 2021 11:37PM","Mahbuba wrote: ""I want advice from Mr. Namiya too!""

Let's become Namiya ourselves. Like- ""Don't forget who you are.""
It felt to me that he stole my saying. ( ;"
review_2598441299,Liên Hoa,"Apr 24, 2020 03:39AM","Ye, tru, guess they're not that deep. (But i think that's perfectly suitable for the sake of being short, clear and comprehensible.)"
review_3815871319,Takip,"Feb 11, 2021 04:31AM",Bilalah paperback ver. nak keluar😌🤣
review_3815871319,Nazr•A,"Feb 11, 2021 06:21AM",Kena postpone kot... manalah tau sebab musim pandemik ni.
review_3126557730,Shifad,"Jan 07, 2020 12:50AM",One of the best books ever!
review_3126557730,Reading_,"Jan 07, 2020 12:54AM",Seriously!!! It's really good👍
review_3126557730,Fran (On Hiatus),"Jan 07, 2020 12:57AM",Glad you enjoyed it!
review_2322855571,Alfred,"Apr 09, 2018 05:04AM","What language was this originally written in? Perhaps many of those names are spelled in completely different Japanese characters that somehow sound like ""K"" names anglicized.

I don't know Japanese, but seem to hear quite often the common theme of translated best-selling Japanese novels not striking the same connection with English-reading audience. In this case, sounds like it's just the ending that docked it half star...

And, oh, I like bento boxes. Your reviews are like bento boxes."
review_3126557730,Reading_,"Jan 07, 2020 01:39AM","Thanks, Fran☕"
review_2322855571,carol.,"Apr 09, 2018 07:09AM","Alfred--thank you, as always!

the writer writes in Japanese and his later books have the same translator, someone who majored in Japanese at Harvard, if I'm remembering right. It feels like a solid translation in that I was never conscious of something about the language not quite working, and yet felt a slight sense of cultural difference. I rather liked it and think I'll try another. I thought it worked better than Night Watch (I think that's the name; 'add book' isn't working atm).

There's something that occurs that precipitates the type of ending which I'm slightly ambivalent about. I think that might be an especially cultural-focused element, but the steps that led to it seemed insufficient to me.

Honestly, it's a problem in a few English books I read as well, but I suspect American thriller authors make it as simple as possible. :)"
review_1460416443,Scarlet,"May 14, 2016 12:09AM",I thought of this book when I saw Drishyam - a great watch it was! - but it definitely wasn't a copy. The same theme but executed in a very smart way :)
review_3126557730,Reading_,"Jan 07, 2020 01:42AM","This one has been on the recs forever. Please do try, Emma"
review_1460416443,Nandakishore,"May 14, 2016 12:11AM","Scarlet wrote: ""I thought of this book when I saw Drishyam - a great watch it was! - but it definitely wasn't a copy. The same theme but executed in a very smart way :)""

Yes. I enjoyed this book as well as that movie. The similarities were refreshing, rather than off-putting."
review_1389204831,Karthick,"Dec 26, 2016 08:03PM",how is it?
review_3126557730,Shifad,"Jan 07, 2020 02:04AM","Reading wrote: ""Seriously!!! It's really good👍""

Try his other books. I recommend Salvation of a Saint."
review_2322855571,Vivian,"Apr 09, 2018 10:37AM","*feeling smug*
It was lovely wasn't it. I do embrace a shroud of melancholy probably more than most. Glad you ended up enjoying it."
review_1460416443,Akshay,"Aug 05, 2016 01:52AM","Have you read any other books by Keigo, sir? They're not as good as this one but are definitely worth a read."
review_3126557730,Reading_,"Jan 07, 2020 02:22AM",Thanks! Will pick up that one next👍
review_1389204831,Poonam,"Dec 26, 2016 08:05PM","Karthick wrote: ""how is it?""

I really liked it! Definitely try to read this one if you get a chance."
review_2322855571,carol.,"Apr 09, 2018 10:54AM",I'm so glad I saw it on your books. I'm going to check out more by him.
review_1460416443,Nandakishore,"Aug 05, 2016 02:08AM","Akshay wrote: ""Have you read any other books by Keigo, sir? They're not as good as this one but are definitely worth a read.""

I have not had the chance so far, but he's on my list."
review_3126557730,Reading_,"Jan 07, 2020 07:56AM",Thanks!
review_1389204831,Israt,"Dec 29, 2016 10:03AM",Great review. :) I am glad that you liked it. :D
review_2322855571,Vivian,"Apr 09, 2018 11:24AM","The only other book I've read is The Name of the Game is a Kidnapping, which I enjoyed, but in comparison pales a bit to this one. I have Malice on my radar, but haven't gotten to it, as yet."
review_1460416443,Pragati,"Oct 19, 2016 07:24AM","Also, an interesting glimpse into Japanese people and their way of life."
review_1389204831,Poonam,"Dec 29, 2016 10:04AM","Israt wrote: ""Great review. :) I am glad that you liked it. :D""

I really enjoyed the mind games :))"
review_3126557730,Kat valentine ( Katsbookcornerreads),"Jul 30, 2020 03:27PM",Another fabulous review!!😍💋💯😉👊
review_2322855571,Jim,"Apr 09, 2018 11:35AM","his books are amazing! just enough of a turn from usual mystery directions... read them all!
:)"
review_1460416443,Jane,"Dec 14, 2016 03:38AM","I've read plenty of crime-mystery themed fictions in my life. Rest assured, this is by far the only one that doesn't rely on the thrill of suspense or outrageous murder plots. Rather, it engages you with the subtle, yet vividly distraught fears and dreams of human beings, and how that can turn anyone into someone they're supposedly incapable of being. Brilliant."
review_1389204831,mariam,"Dec 29, 2016 10:24AM","Thanks a lot for the rec Poonam :)
Just added it to my TBR-list (can't wait to finish my exams so I can start reading it)"
review_3126557730,Reading_,"Dec 21, 2020 06:55AM",Thank you @Kat
review_2322855571,carol.,"Apr 09, 2018 12:53PM",I just ordered Salvation of a Saint which had an over 4 star average.
review_1460416443,Karthick,"Jan 15, 2017 07:23PM",i just loved it.. deception wow..
review_1389204831,Poonam,"Dec 29, 2016 10:25AM","M wrote: ""Thanks a lot for the rec Poonam :)
Just added it to my TBR-list (can't wait to finish my exams so I can start reading it)""

Once again all the best for your exams M and Happy Reading... Hope you get to catch-up on all the reading soon :))"
review_2322855571,Vivian,"Apr 09, 2018 12:56PM",Looks like a winner. Can't wait to hear what you think.
review_1460416443,Anshika,"Aug 13, 2017 09:33PM",Just finished the book. Very intelligently written.
review_1389204831,mariam,"Dec 29, 2016 11:11AM","Thanks
I hope so too"
review_1460416443,Mai-Phuong,"Aug 01, 2019 08:34AM",Q: Could somebody tell me WHEN the setting of the story is as it seems that there were no CCTV's at all?
review_2322855571,Sharon,"Apr 09, 2018 05:13PM","Excellent review, Carol! I really enjoyed this one as well. Love the bento box rating system. :) Another Japanese suspense novel I really enjoyed (even more morbid, however) was Natsuo Kirino’s “Out.”"
review_1389204831,Rohisa,"Dec 29, 2016 11:15AM","Fantastic review, Poonam. Have been craving for a mind blowing suspense thriller and this one seems to fit the bill. Thanks."
review_1460416443,Kantkrishna3210gmail.Com,"Mar 09, 2020 09:04AM",It was 1997
review_2322855571,carol.,"Apr 09, 2018 05:42PM","Thank you, Sharon! What do you mean by 'morbid?' I'm curious."
review_1389204831,Puck,"Dec 29, 2016 11:16AM","Oooh, this book - and your review - make this story sound really interesting and like a great pageturner! I haven't read a good thriller in a while, so I'll definitely check this book out next year :D"
review_1389204831,Rohit,"Dec 29, 2016 11:20AM","Thanks for the rec, will keep this on my shelf. A thriller for change...:}"
review_120488544,,,
review_120488544,,,
review_120488544,,,
review_120488544,,,
review_120488544,,,
review_120488544,,,
review_120488544,,,
review_120488544,,,
review_120488544,,,
review_120488544,,,
review_2410722422,,,
review_4062706920,,,
review_2410722422,,,
review_4062706920,,,
review_2410722422,,,
review_1114626651,,,
review_4062706920,,,
review_1114626651,,,
review_4062706920,,,
review_1114626651,,,
review_1114626651,,,
review_1114626651,,,
review_1114626651,,,
review_1114626651,,,
review_1114626651,,,
review_1114626651,,,
review_1114626651,,,
review_3880727702,Sophie,"Mar 23, 2021 01:55AM","Higashino is so good at that. I also love how he shows the reader how writers manipulate them, but in a good way, if that makes sense."
review_1855603709,Anish,"Jan 03, 2017 06:50PM",Spoilers much?
review_1855603709,Rohit,"Jan 03, 2017 07:40PM","Anish wrote: ""Spoilers much?""

No spoilers in the review. Thats the reason why I made it short. The climax is not what you expect."
review_1855603709,Anish,"Jan 03, 2017 09:59PM","I wonder if the Hindi / Malayalam movie ""Drishyam"" was inspired by this book.

This line is like a huge spoiler with no warnings, if you know what i mean ;)"
review_1855603709,Deepthi,"Jan 10, 2017 03:44AM","Both plots are different and in different scenarios, nothing in common, only thing common is crime isn't proven."
review_1358400041,Daren,"Aug 10, 2015 11:58PM",Looks interesting.
review_1855603709,Anish,"Jan 10, 2017 08:47AM","Deepthi wrote: ""Both plots are different and in different scenarios, nothing in common, only thing common is crime isn't proven.""

Thanks for that. Its a relief to hear it. I had almost planned to skip the book since I thought I knew the ending. :P

Thanks again for the clarification :)"
review_1358400041,Carol She's So Novel꧁꧂,"Aug 11, 2015 12:00AM","Give it a try, Daren. I'll be interested how you find it!"
review_1855603709,Himani,"Jan 10, 2017 09:07AM",You should definitely read the book. It's right up there in the this genre.
review_1358400041,Daren,"Aug 11, 2015 12:02AM","Ha, I will keep an eye out for it to add to my 684 books on my to read list which are sitting in the shelf behind me..."
review_1855603709,Anish,"Jan 10, 2017 07:14PM","Himani wrote: ""You should definitely read the book. It's right up there in the this genre.""

I will surely get around to reading it. Just not this year, I guess :P

I'm in the middle of 2 series already and too many other series are calling out to me :P"
review_1358400041,Carol She's So Novel꧁꧂,"Aug 11, 2015 12:11AM","Ha, I feel quite oppressed sometimes when I think about my Mt To Be Read! I have about another 100 to be read books, over & above what i have listed on GR!"
review_1855603709,Tunir,"Feb 14, 2018 11:05PM",Yeah even I got the vibe that Drishyam was inspired from this!
review_1358400041,Christina ~ Brunette Reader,"Aug 11, 2015 10:25AM","Added! Sounds impossible to resist!
Nice review and pic :)"
review_1855603709,Rohit,"Feb 15, 2018 08:35AM","Tunir wrote: ""Yeah even I got the vibe that Drishyam was inspired from this!""
Actually. most of the films are ""inspired"" by some book or film or person. Rarely find original content nowadays. But still it is fun to watch such movies. Hope you enjoyed the book."
review_1358400041,Carol She's So Novel꧁꧂,"Aug 11, 2015 12:05PM","Peter says he's been on an absolute binge of Japanese thrillers/suspense novels so I'm going to ask him what else he suggests.

Thanks for the likes everyone!"
review_1855603709,Tunir,"Feb 15, 2018 08:40AM","Yeah I did!
I feel all forms of art is always inspired from something or the other, I was happy that someone else also felt the Drishyam connection :P"
review_1358400041,Alejandro,"Aug 11, 2015 06:06PM","Cool review! I watched the entire Japanese TV series of ""Galileo"" and I loved it! The movie wasn't as good as the series but I am glad to see that the book is that effective ;)"
review_325976623,Nivas,"Jul 14, 2012 08:06PM","Library has it,i am going to read this soon.

thanks for a nice review"
review_1358400041,Carol She's So Novel꧁꧂,"Aug 11, 2015 06:08PM","Alejandro wrote: ""Cool review! I watched the entire Japanese TV series of ""Galileo"" and I loved it! The movie wasn't as good as the series but I am glad to see that the book is that effective ;)""

Yes, I know some people have complained about the translation, but I don't speak Japanese so I have nothing to compare it to."
review_325976623,Dyuti,"Jul 15, 2012 12:05AM","Thanks Srinivas, and the others who liked the review. Which library do you go to?"
review_1358400041,Alejandro,"Aug 11, 2015 06:10PM","☆ Ｃａｒｏｌ ☆ wrote: ""Alejandro wrote: ""Cool review! I watched the entire Japanese TV series of ""Galileo"" and I loved it! The movie wasn't as good as the series but I am glad to see that the book is that effective ;)""

...""

That's true, we can't know for certain how many was lost in the translation. Still I am sure that it must be a wonderful reading. The movie was well done, my only complain was that the case lacks the need of solving some scientific challenge like in the TV series."
review_325976623,Nivas,"Jul 15, 2012 09:10AM","Dyuti wrote: ""Thanks Srinivas, and the others who liked the review. Which library do you go to?""

Justbooks, in Saltlake"
review_2032216033,Kay,"Aug 17, 2017 05:25PM",I liked it better but I did listen to the audiobook.
review_325976623,Rahul Nath,"Jan 03, 2013 01:56AM","Same case with me. The Japanese write some great thrillers, I've read some amazing manga thrillers like Monster, Death Note and 20th Century Boys. Couldn't enjoy this novel as much as I wanted to due to the translation."
review_2032216033,Monika,"Aug 20, 2017 12:29PM","I gave it a 4, though I don't disagree with your review. The element I found particularly appealing, perhaps more than the plot itself, was a sort of Japanese lightness (also present in Murakami's books, for example). The very process of reading this book was relaxing for me.
(Btw, I often rely on your reviews in my book choices. Thanks!)"
review_325976623,Dyuti,"Jan 03, 2013 02:39AM","Thanks for stopping by Rahul. Have you noticed this trend with most Japanese books : bad translation? This was my first, so cant decide whether that's the usual norm. Besides this book scores higher on the emotional quotient than the thrill factor... the extent one could go to because of love."
review_2032216033,L.A.,"Aug 20, 2017 12:53PM","Monika, glad you are one of my review readers! LAS"
review_325976623,Rahul Nath,"Jan 03, 2013 02:46AM","Yeah wasn't much of a thriller. I mean the mindgames between Yukawa and Ishigami were great and all, but nothing that kept me on the edge of my seat :P Felt bad for Ishigami though.

Agreed about the translation part. I've got Haruki Murakami's 1Q84 with me now, let's see how that one goes :)"
review_2032216033,Theona,"Aug 20, 2017 02:14PM","I'd have to agree with you on the pacing of the story. it felt to me like something was missing from the translated version or modify for the English version that hurt the story, especially with Ishigami and Yukawa. I think it is a matter of ""lost in translation"" than perhaps the authors actual depiction of these characters."
review_325976623,Dyuti,"Jan 04, 2013 08:02AM","I have not read a single Murakami till date, but many of my GR friends are fans of his. I have my own inhibitions regarding his work. What if it's one of those pseudo-intellectual things which can't be understood by lesser mortals like me. :P

So, unless I can overcome that fear, I won't be able to approach him. Maybe that should be one of my 2013 challenges. Lemme know how you find him."
review_2032216033,Sandra,"Jul 08, 2021 07:34PM",Why can't scientists solve crimes brilliantly? Logical geniuses. I do wonder about the translation. I enjoyed the leisurely pace. I do respect your opinion. I am curious about his other books.
review_325976623,Sameer,"Jan 04, 2013 08:32AM","@dyuti .. there is nothing pseudo intellectual about murakami. he is a very emotional person and loves imagery. if you love these two aspects you will love him. And anyway whats psuedointellectual to one person might be completely relelvant to som eother. why not give it a try. if you like being carried away on a magic carpet to some place very surreal yet rooted in the real world, check out his kafka on the shore."
review_325976623,Sameer,"Jan 04, 2013 08:33AM",and i don't think you will complain about murakami's translations...he himself knows good english and translated many classics from english to japanese and the translater jay rubin is a poet himself..they do it sincerely i feel
review_325976623,Raghav,"Apr 22, 2013 12:44AM","very true!i think the author made the book really intriguing by going into the psyche of each character it was like a battle of ""psyches""in the book both ishigami and yukawa trying to outshine each other at the game!"
review_2907507364,Peter (on hiatus),"Jul 23, 2019 03:09AM","Excellent review, Fiona and this one sounds really intriguing. :):)"
review_2907507364,Fiona,"Jul 23, 2019 03:16AM","Peter wrote: ""Excellent review, Fiona and this one sounds really intriguing. :):)""

It was a wonderful surprise Peter, considering I had never heard of the author or the book before I was completely bowled over!"
review_603617263,Asha,"May 14, 2013 04:42AM",Excellent review. Quite insightful. Thank you for recommending Abhinav.
review_2907507364,Ceecee,"Jul 23, 2019 05:03AM",Great review Fiona
review_603617263,Abhinav,"May 14, 2013 04:44AM","Asha wrote: ""Excellent review. Quite insightful. Thank you for recommending Abhinav.""

Glad to know you like the review, Asha. I hope you'll find this quite different from the usual fare in the genre."
review_2907507364,Fiona,"Jul 23, 2019 05:23AM","Ceecee wrote: ""Great review Fiona""

Thanks Ceecee :-)"
review_603617263,Asha,"May 15, 2013 12:20AM","Abhinav wrote: ""Asha wrote: ""Excellent review. Quite insightful. Thank you for recommending Abhinav.""

Glad to know you like the review, Asha. I hope you'll find this quite different from the usual fare in the genre.""

I do hope so too. Thanks again. Would you possibly have the eBook?"
review_1303324634,Samadrita,"Jun 11, 2015 11:37AM","Translations of Japanese and Chinese novels are always unsatisfactory I have seen, with a few exceptions. I have read Higashino's other book and enjoyed it. Might read this one too."
review_603617263,Abhinav,"May 15, 2013 02:11AM","Asha wrote: ""Abhinav wrote: ""Asha wrote: ""Excellent review. Quite insightful. Thank you for recommending Abhinav.""

Glad to know you like the review, Asha. I hope you'll find this quite different from the usual...""

No, I don't have either a copy or an ebook. A friend gave this to me since he knows I'm a sucker for crime fiction."
review_603617263,Scarlet,"May 15, 2013 02:17AM","Great review! I rarely read crime thrillers but considering both you and Samadrita love this series, I'm determined to give it a try :)"
review_1303324634,Jr,"Jun 13, 2015 08:53AM","Samadrita wrote: ""Translations of Japanese and Chinese novels are always unsatisfactory I have seen, with a few exceptions. I have read Higashino's other book and enjoyed it. Might read this one too.""

Yeah sometimes they are though it does make you wonder wether the inadequacy is in the translation or the quality of the original prose, but either way it is disappointing. If you've read him before and liked it, I guess you'd like this one too. I really had a fun time."
review_603617263,Abhinav,"May 15, 2013 02:20AM","Scarlet wrote: ""Great review! I rarely read crime thrillers but considering both you and Samadrita love this series, I'm determined to give it a try :)""

Do give this a try, Scarlet. Refreshingly unique approach to the crime thriller. Yeah, Samadrita recently read #2 of the series & she too found it to her liking. I hope you too find it good.

Glad to know you like my review. :)"
review_2526836737,Yedhu,"Sep 18, 2018 05:16AM",That's a wonderful review! Glad that you liked it :D It's true about L and Kira vibes! ;)
review_2526836737,Apoorva,"Sep 18, 2018 08:22AM",Thank you! :D
review_2526836737,Shruti,"Sep 18, 2018 11:14AM","I better wait for spoilers, but I am so tempted to see this review!!"
review_2544210093,Fionnuala,"Oct 06, 2018 10:10PM",Perfect little cameo of a review - like a netsuki!
review_2526836737,Apoorva,"Sep 18, 2018 11:34AM",Don't see! I know you'll regret it :P Finish it soon ;)
review_2544210093,Antigone,"Oct 07, 2018 10:17AM","Fionnuala wrote: ""Perfect little cameo of a review - like a netsuki!
""

Thank you, Fionnuala! This gem has a lot in common with Higashino's novel as well - a small, stylized, and cleverly-polished work of art. ;-)"
review_3024532316,TMR,"Oct 28, 2019 02:39AM",Good review.
review_2158380378,Carol,"Oct 23, 2017 12:30PM",I love when an author can pull this off. Perhaps I'll get to this one. Thanks Eve.
review_2544210093,Jeanne,"Oct 23, 2018 05:14PM",Makes me want to read this!
review_3024532316,Shruti,"Oct 28, 2019 02:50AM","Thank you, Javelyn!"
review_2158380378,Idarah,"Oct 23, 2017 04:20PM","Carol wrote: ""I love when an author can pull this off. Perhaps I'll get to this one. Thanks Eve.""

Yes! There isn't too much of his work translated into English, but I can't help but gobble it all up!"
review_2544210093,Antigone,"Oct 23, 2018 07:07PM","Jeanne wrote: ""Makes me want to read this!""

Should you come across it, my advice would be to dive right in! Thanks, Jeanne."
review_3024532316,carol.,"Oct 28, 2019 10:39AM",Nice review. I like the angles you took regarding blind spots and rooting for both sides!
review_2158380378,Carol,"Oct 23, 2017 05:01PM","So glad you enjoyed this one, Eve!"
review_2544210093,Jeanne,"Oct 24, 2018 03:30AM",Will try! Thanks!
review_3024532316,Shruti,"Oct 28, 2019 10:42AM","Thank you so much, Carol! ❤️❤️"
review_2158380378,Idarah,"Oct 23, 2017 08:53PM","Carol wrote: ""So glad you enjoyed this one, Eve!""

I was so happy when I saw your rating, too! We have always been on the same wavelength. :D"
review_3024532316,carol.,"Oct 28, 2019 09:17PM",:)
review_2158380378,Carol,"Oct 26, 2017 02:07PM","I couldn't agree more, Eve. I love these Japanese puzzles!"
review_2158380378,Idarah,"Oct 28, 2017 01:19AM","Carol wrote: ""I couldn't agree more, Eve. I love these Japanese puzzles!""

Carol, they are so enjoyable and addicting. Respectful language, nonexistent gore...they're almost cozy, lol! Brain puzzles."
review_2158380378,Ioana,"Oct 29, 2017 09:43AM","Ooo, I love mysteries that are translated from other languages for they are truly very different than what is usually published in English. I don't believe I've ever read a Japanese mystery, this sounds awesome and I'm adding it! Thanks!"
review_2158380378,Idarah,"Oct 29, 2017 03:12PM","Ioana wrote: ""Ooo, I love mysteries that are translated from other languages for they are truly very different than what is usually published in English. I don't believe I've ever read a Japanese mystery, this s...""

Ioana, this was such a delight! What I've heard is that Japanese mysteries tend to focus on ordinary, good people becoming murderers under the right circumstances, so there's not a lot of gore or suspense. In fact, the murderer is often revealed at the beginning. I think you'll enjoy this one for sure!"
review_2158380378,Suzy,"Nov 02, 2017 04:03PM","I liked this one a lot too, Eve, so I'm glad I saw your fun review, as well as your reply to Ioana with that bit of insight to Japanese mysteries. I have next book queued up in my iPod and have just not fit it in yet!"
review_1871480646,Benozir,"Jan 10, 2017 08:37AM",Good to know that you liked it. :-)
review_1871480646,Tisha,"Jan 10, 2017 09:08AM",Thanks to you for the recommendation! I loved it! :)
